,train,val,iou
47,0.3485679921497868,0.4194796258533323,0.7583483100621927
48,0.3515043662343934,0.4110523810660517,0.7608024485615377
49,0.3438807384525254,0.4058528006882281,0.76313972722984
50,0.33570592419359596,0.4025923972194259,0.7649582246871347
51,0.3338717970760371,0.4245976531827772,0.7548551466061083
52,0.3447544355954614,0.4004399085769782,0.7628273068664594
53,0.34334012935791525,0.4053783068383062,0.7652811291804316
54,0.32580643393921616,0.40728837976584564,0.7590213981625232
55,0.32899961518404075,0.4172867174084122,0.7558460395448953
56,0.3406624907135565,0.40404601234036525,0.764124611686222
57,0.31999002995100306,0.41407754916597056,0.7567423926193718
58,0.314160541696692,0.41724264319684057,0.7565590897179553
59,0.3195757385978731,0.4050519806710449,0.7657035816109856
60,0.31777263220935364,0.4041366335507986,0.7658562117382604
61,0.30590660810271236,0.39426880047933477,0.7676442537217775
62,0.31786649572012016,0.39922568846393275,0.7634643446299957
63,0.3103880617132155,0.4008641625578339,0.7631780343568243
64,0.30903526323296154,0.40291682973101334,0.7659171517593626
65,0.3032076922946152,0.39556543327666616,0.7674549253641161
66,0.3045418585423243,0.40919116924743393,0.7625296951205152
67,0.30258194743390865,0.4015041535367837,0.7642784493475561
68,0.3062567953580997,0.40002055446038376,0.7639544326560839
69,0.2944997764351376,0.42417058972893534,0.7560311961329883
70,0.2912523262327331,0.38922201036601456,0.7688964529777234
71,0.30667744860999957,0.40971296663219864,0.7604295028564526
72,0.2950226071486904,0.38879621814231613,0.7693777160059422
73,0.28358191495954393,0.38689104447493683,0.7713728831389974
74,0.2911315903217099,0.40776755237901535,0.7623831916281953
75,0.2976928795859168,0.4012878666052947,0.7654931773973116
76,0.2878004105194755,0.4461736997237077,0.7499856384579282
77,0.29815662599925613,0.41922157076565,0.7568634841877689
78,0.28100737082120963,0.377818893943284,0.7753789096679986
79,0.2685093760091724,0.38532357662916183,0.7685234770310279
80,0.27178389402137554,0.3836319625780389,0.7752504354724706
81,0.27815181774439224,0.4070644898189081,0.7613150311976367
82,0.27620778260223044,0.3841964356802605,0.7709483575602993
83,0.27255603342151963,0.3883267020857012,0.7708739191010693
84,0.2881347946698052,0.39166941191699056,0.7713115745195234
85,0.2741286711499444,0.40007222282725413,0.7699734384744842
86,0.27208877990277713,0.3900794600312774,0.7695047408309049
87,0.25600589034350024,0.3814882952216509,0.7730924451686136
88,0.26395965322702625,0.4128357552596041,0.7552623620797955
89,0.26948025782770135,0.38176479089904475,0.7722856942772476
90,0.28306796563708264,0.3947063573711627,0.7697294321406962
91,0.2614289346745979,0.3804592953340427,0.7721948011775772
92,0.2631593233466547,0.39443184435367584,0.7657045292779836
93,0.2607290144249747,0.4023970595082721,0.7626591952096153
94,0.2642721170466082,0.37647633395484975,0.7746088962430554
95,0.258326390963733,0.3884032233744054,0.775093263342116
96,0.25072933882973264,0.3754801850866627,0.7755724390427595
97,0.24905386906005067,0.38375327756276,0.7726200929982464
98,0.24843148077311722,0.37501757451005885,0.7763211441451957
99,0.2540714084902735,0.4331928326471432,0.7508714527651398
100,0.2797576369449845,0.3734148640084911,0.7771826375618133
101,0.24708785216345835,0.38472541018917755,0.7710180728271022
102,0.24606498637326985,0.3818239013890962,0.7748739371305505
103,0.24030502638888598,0.3826531483917623,0.7760056302469481
104,0.23873046160142955,0.3810996530023781,0.7711524443213168
105,0.2582515453714192,0.3793568353395204,0.7725156438663818
106,0.24672689829582356,0.37872863560914993,0.7723438871809749
107,0.23715496716092663,0.3852263662863422,0.7667671117549595
108,0.23736791980505786,0.37335890612086736,0.7748488056966653
109,0.23331049764933792,0.38026969577815084,0.7745452884214433
110,0.24213446564598626,0.3706291619990323,0.7799223421993364
111,0.2642757736370715,0.3921091280676223,0.7726861252527635
112,0.23476950343336947,0.37291564168156804,0.7779090405973492
113,0.23291781454979377,0.3864449461972391,0.7699281040225159
114,0.23604383855360409,0.3716931977384799,0.777060747648911
115,0.23319819066237446,0.39314405036133687,0.773055122376695
116,0.23435462782016167,0.3667587360014787,0.7829750120112166
117,0.22400845482596585,0.3711697068568823,0.7761191820765877
118,0.22227202784456937,0.3702428983272733,0.7793974058013158
119,0.22002683664644043,0.37126868399413854,0.7764947103931872
120,0.2241979969983117,0.3788120813063673,0.7728958152671663
121,0.2241363223878835,0.3760014202546429,0.7742301677956348
122,0.21770766997915447,0.36858492445301366,0.7789657528005647
123,0.2207584707035269,0.3929489853011595,0.7688444500836724
124,0.2198101401727734,0.3745582222535804,0.7743545239651084
125,0.2261786925603315,0.3792571969128944,0.7776069791998211
126,0.24116262683900302,0.37915099271245906,0.772272422703673
127,0.2167903693972224,0.3723700624462721,0.7784544672614857
128,0.21677015734257107,0.3714728212437114,0.7774112087367148
129,0.21189337198849906,0.3808194521713901,0.7754877712591092
130,0.22249826131058378,0.3734299216318775,0.7764659121590742
131,0.22325073656031122,0.37991784049852473,0.7762852008475472
132,0.2108740806828773,0.3762987737317343,0.775098202371163
133,0.20406255320362424,0.3698934085063032,0.7781487958019524
134,0.2123382461808597,0.36751358351997426,0.7823577352144878
135,0.20399892845979103,0.3740504051785211,0.7712532211183831
136,0.20349193411726615,0.37047830244173874,0.781020228521688
137,0.2038134098999875,0.3677893111834655,0.7825800960856687
138,0.20420773451942265,0.3705080294528523,0.7772146207267593
139,0.21374795563444246,0.3680934543545182,0.7807169459918316
140,0.20425391095039439,0.36510635086813487,0.7815670564361099
141,0.19938229173920227,0.3650980112520424,0.7780100058458951
142,0.1963301482407943,0.37381243282878723,0.77474630497657
143,0.21783774346113205,0.3762526675253301,0.7771609936450041
144,0.20127840940669228,0.3657849147110372,0.7806360046755055
145,0.19529373470357428,0.3664428156775397,0.7810264499190935
146,0.19842996694969892,0.3673326920818638,0.7777783323329672
147,0.19691664800297057,0.36993973883422643,0.7781304203215178
148,0.1976324533638747,0.3684612470301422,0.777463640549947
149,0.19856471839955817,0.3697175373499458,0.7779144338532868
150,0.19669763402496293,0.3623842526529286,0.781895745880255
151,0.1915568942858224,0.3643896217281754,0.7788615052420195
152,0.18989903272992392,0.3758013516261771,0.7761769896093718
153,0.19423176188732072,0.36798718350159154,0.7805331427325201
154,0.19075233853082593,0.3705744056685551,0.7759619534497603
155,0.20036831253946424,0.36619899301110087,0.7770196814322445
156,0.18975066650272612,0.36753249208669403,0.7774859864696196
157,0.1922253959603533,0.37216689679268244,0.7736884330969102
158,0.18594461507522142,0.3612193674654574,0.7816734079993685
159,0.18217020060705102,0.36388844734913595,0.7794672635693439
160,0.18220729934032945,0.3674953346316879,0.7771802242307242
161,0.18819354050932918,0.36977195840429616,0.7802971329977345
162,0.18065769070865317,0.36774604807834366,0.7742268162724418
163,0.17825017458320064,0.37497808562742696,0.7747212370376295
164,0.18229182079484232,0.3676373155133144,0.7785783937878221
165,0.17992189558951752,0.3640985291551899,0.7780053842832237
166,0.1773053702951275,0.3632529468552486,0.7786891544476282
167,0.17657972177035833,0.35574214261125875,0.7848996646404911
168,0.17527116401538403,0.36213340348488576,0.7774542515788473
169,0.17515993332583768,0.3698351938982268,0.7722828909305235
170,0.17301299834131795,0.3653179789717133,0.7793288864679471
171,0.1712719540183361,0.36387870098287994,0.7787256853909689
172,0.17077769339084625,0.36271083516043584,0.7770448888334184
173,0.1705850325898582,0.36102271724391627,0.7792857009384313
174,0.17025213103031234,0.3602773013549882,0.7821983022133089
175,0.16930743887472313,0.3654699905498608,0.7762069782109047
176,0.16746109778865126,0.36553853468315023,0.7786759383237419
177,0.1656016521280426,0.3621401905610755,0.7794300840903634
178,0.16507790997674235,0.36271886728905345,0.7792505897062595
179,0.1634936831069232,0.3648022179668014,0.7775763430361136
180,0.16337679949492515,0.3659352813218091,0.7765457133573769
181,0.16574469373178322,0.36613017703230316,0.7785800844766021
182,0.16354128815557645,0.36585994447405273,0.778156844669862
183,0.1615028534346201,0.3643749620060663,0.7780419057016933
184,0.16105792103304115,0.3637133524627299,0.7779269214742014
185,0.15960224849922602,0.3624946311921687,0.779290105723918
186,0.16034056886681744,0.3656401070388588,0.7779662624494547
187,0.1592796728463476,0.3623838881785805,0.781144978546086
188,0.1585377126832471,0.3628211291255178,0.7778969709466547
189,0.15719536916169036,0.3627241596176818,0.7767420986952581
190,0.15619888201505444,0.36086815253302856,0.7801379277697225
191,0.15550402646579073,0.36173420540384343,0.777301741199232
192,0.15449257406801684,0.3620378242151157,0.7784091286257886
193,0.1540246909129181,0.36311967409140355,0.7770956261146053
194,0.1536696828079463,0.3583192817262701,0.7807837928873111
195,0.15286738263524097,0.36337477472182866,0.7783469264002902
196,0.15234903545184278,0.36541476583964116,0.7766213603262254
197,0.15196569899352497,0.3640591943183461,0.7781202314548431
198,0.15137145257115764,0.3610664996746424,0.7786391809384205
199,0.15071157675024657,0.3626840863678906,0.7782515252267007
